,age,job,marital,education,balance,housing,duration,campaign,y_pred
8906,53,services,married,secondary,2925,yes,1392,4,yes
8907,26,services,single,secondary,397,no,268,1,no
8908,59,unemployed,single,secondary,865,no,1086,1,yes
8909,31,technician,single,secondary,816,no,100,2,no
8910,59,management,married,primary,396,yes,72,3,no
8911,40,blue-collar,divorced,secondary,0,yes,121,2,no
8912,27,technician,married,secondary,241,no,889,1,yes
8913,32,services,married,secondary,243,yes,144,1,no
8914,42,entrepreneur,married,tertiary,233,no,446,1,yes
8915,43,services,married,secondary,43,yes,199,1,no
8916,53,self-employed,married,tertiary,290,no,303,3,no
8917,30,services,single,secondary,101,yes,85,2,no
8918,53,admin.,divorced,secondary,1151,yes,412,1,no
8919,53,technician,divorced,secondary,45,no,171,6,no
8920,57,management,married,tertiary,1410,yes,185,1,no
8921,33,technician,married,secondary,1234,no,61,1,no
8922,38,technician,married,secondary,2767,yes,711,2,yes
8923,33,student,single,unknown,5969,no,110,1,no
8924,42,management,divorced,secondary,-272,no,186,1,no
8925,32,blue-collar,single,secondary,1036,yes,62,2,no
8926,42,technician,married,secondary,9324,no,67,4,no
8927,41,technician,married,secondary,1043,yes,225,1,no
8928,35,technician,married,tertiary,1473,yes,84,3,no
8929,48,entrepreneur,married,secondary,183,yes,203,9,no
8930,24,management,single,secondary,86,no,1075,2,yes
8931,59,blue-collar,married,secondary,0,yes,217,4,no
8932,45,blue-collar,married,primary,2388,no,317,2,no
8933,39,admin.,divorced,secondary,160,yes,156,1,no
8934,46,management,married,tertiary,385,yes,52,4,no
8935,38,entrepreneur,married,tertiary,4,yes,158,1,no
8936,30,management,single,tertiary,119,no,430,1,yes
8937,52,technician,married,tertiary,0,no,409,1,yes
8938,42,management,divorced,tertiary,742,yes,58,3,no
8939,46,self-employed,divorced,secondary,0,no,6,1,no
8940,33,management,single,tertiary,1724,no,252,6,yes
8941,52,retired,married,secondary,0,no,351,5,no
8942,49,self-employed,married,tertiary,503,yes,310,4,no
8943,59,management,single,tertiary,68,yes,176,2,no
8944,58,management,divorced,primary,5914,no,69,4,no
8945,26,technician,single,tertiary,192,yes,477,1,yes
8946,41,management,married,tertiary,15,no,13,5,no
8947,41,blue-collar,married,secondary,2157,yes,154,2,no
8948,39,technician,married,secondary,3494,yes,139,1,no
8949,27,housemaid,married,primary,275,yes,196,2,no
8950,47,self-employed,married,secondary,318,no,83,1,no
8951,52,retired,married,tertiary,350,no,156,1,no
8952,37,technician,married,secondary,588,yes,65,4,no
8953,38,blue-collar,married,secondary,2008,yes,354,1,no
8954,42,technician,single,tertiary,35,yes,38,1,no
8955,41,technician,married,secondary,2152,no,134,1,no
8956,46,entrepreneur,married,secondary,122,no,1047,2,yes
8957,40,services,divorced,secondary,160,no,123,3,no
8958,41,student,single,secondary,1934,yes,162,2,no
8959,60,retired,married,tertiary,0,yes,34,4,no
8960,59,retired,married,unknown,613,no,75,2,no
8961,59,retired,married,primary,574,no,197,6,no
8962,28,blue-collar,single,primary,0,yes,380,4,no
8963,45,admin.,single,secondary,341,yes,77,2,no
8964,31,blue-collar,divorced,primary,158,yes,157,1,no
8965,31,unemployed,single,tertiary,1489,yes,678,1,yes
8966,46,unknown,married,unknown,2911,no,41,9,no
8967,51,self-employed,married,secondary,1178,no,530,2,yes
8968,37,admin.,married,secondary,96,no,102,1,no
8969,40,services,married,secondary,4157,yes,735,1,yes
8970,31,blue-collar,single,secondary,-575,yes,153,9,no
8971,38,blue-collar,married,primary,3419,yes,324,5,no
8972,39,technician,single,secondary,1104,no,333,2,yes
8973,29,services,married,secondary,57,yes,342,9,no
8974,65,retired,married,primary,343,no,159,2,yes
8975,26,admin.,single,secondary,-326,yes,128,3,no
8976,44,admin.,married,secondary,0,no,209,1,no
8977,27,management,single,tertiary,3104,yes,160,2,no
8978,35,management,married,tertiary,648,no,674,2,yes
8979,36,admin.,single,secondary,10041,yes,91,2,no
8980,36,management,single,tertiary,-508,yes,832,2,yes
8981,24,blue-collar,single,secondary,327,yes,333,2,yes
8982,33,management,single,tertiary,1150,yes,109,2,no
8983,53,management,single,tertiary,1074,yes,523,2,yes
8984,45,services,married,secondary,27,yes,43,2,no
8985,37,technician,married,secondary,3720,yes,561,1,yes
8986,60,blue-collar,divorced,primary,92,yes,70,3,no
8987,30,management,single,tertiary,7845,yes,59,1,no
8988,37,blue-collar,married,primary,157,yes,833,8,yes
8989,34,unemployed,married,secondary,428,yes,221,2,no
8990,28,blue-collar,married,secondary,0,yes,6,4,no
8991,44,technician,single,secondary,54,no,199,2,no
8992,34,management,married,tertiary,13,yes,47,1,no
8993,70,retired,married,primary,3230,no,112,1,yes
8994,38,management,single,tertiary,1637,no,231,1,yes
8995,32,admin.,single,secondary,6981,yes,154,1,no
8996,39,entrepreneur,married,tertiary,1,yes,102,1,no
8997,38,technician,divorced,secondary,631,yes,343,2,no
8998,36,housemaid,divorced,tertiary,7296,yes,108,6,no
8999,32,blue-collar,single,tertiary,3014,yes,291,2,no
9000,34,technician,single,secondary,920,yes,250,1,no
9001,49,management,married,tertiary,735,yes,50,3,no
9002,45,management,married,tertiary,1300,no,135,3,no
9003,24,admin.,married,secondary,541,yes,622,4,yes
9004,47,management,married,tertiary,0,no,213,2,no
9005,36,management,married,tertiary,1257,no,108,9,no
9006,25,services,married,secondary,4522,yes,177,4,no
9007,30,admin.,single,secondary,585,no,7,6,no
9008,29,unemployed,single,tertiary,150,yes,165,1,no
9009,27,services,married,secondary,202,yes,212,2,no
9010,57,admin.,married,secondary,2137,no,132,7,no
9011,38,self-employed,divorced,secondary,2674,yes,163,2,no
9012,43,blue-collar,married,secondary,625,yes,175,1,no
9013,35,management,single,secondary,73,yes,79,2,no
9014,38,management,married,tertiary,2656,no,230,2,yes
9015,71,retired,married,secondary,3,no,1175,3,yes
9016,36,blue-collar,married,secondary,0,no,794,1,yes
9017,40,blue-collar,married,secondary,95,no,61,4,no
9018,50,blue-collar,married,primary,106,no,460,2,yes
9019,31,management,married,tertiary,477,yes,77,5,no
9020,33,services,divorced,secondary,1529,yes,41,1,no
9021,57,technician,married,secondary,28,yes,163,1,no
9022,32,services,single,tertiary,1743,yes,1156,1,yes
9023,52,blue-collar,married,primary,924,no,93,4,no
9024,30,admin.,single,secondary,457,no,90,2,no
9025,40,admin.,married,secondary,0,yes,561,1,yes
9026,50,admin.,married,secondary,736,yes,74,1,no
9027,32,management,married,tertiary,0,no,183,2,no
9028,36,admin.,single,secondary,787,no,92,1,no
9029,60,admin.,married,secondary,-396,yes,443,1,yes
9030,48,services,married,secondary,1573,no,165,1,no
9031,72,retired,married,primary,0,no,215,2,yes
9032,46,blue-collar,married,secondary,524,yes,15,7,no
9033,45,blue-collar,married,primary,1558,yes,179,1,no
9034,50,admin.,married,secondary,159,yes,216,2,no
9035,29,management,married,tertiary,53,yes,27,17,no
9036,40,management,single,unknown,838,yes,619,3,yes
9037,49,technician,married,secondary,3144,no,349,2,yes
9038,42,services,married,secondary,737,yes,762,2,yes
9039,43,technician,married,secondary,4056,no,13,6,no
9040,36,admin.,married,secondary,162,yes,340,2,no
9041,37,technician,married,primary,0,yes,76,4,no
9042,59,retired,divorced,primary,217,yes,574,3,yes
9043,75,retired,married,primary,3324,no,149,1,yes
9044,53,management,married,secondary,2895,yes,74,1,no
9045,53,management,married,tertiary,0,yes,85,3,no
9046,57,retired,married,tertiary,11254,no,229,2,yes
9047,30,technician,married,secondary,-280,yes,609,2,no
9048,44,services,married,secondary,808,yes,67,2,no
9049,51,blue-collar,married,primary,0,no,166,2,no
9050,30,blue-collar,married,secondary,246,yes,166,2,no
9051,42,blue-collar,married,secondary,-972,yes,146,1,no
9052,48,blue-collar,married,secondary,750,no,85,2,no
9053,40,unemployed,married,tertiary,2430,no,87,2,no
9054,36,technician,married,secondary,-179,yes,144,1,no
9055,40,admin.,married,secondary,1412,no,48,3,no
9056,47,housemaid,married,secondary,-1531,yes,156,8,no
9057,39,management,married,tertiary,51,no,140,2,no
9058,41,services,married,unknown,88,yes,105,1,no
9059,42,housemaid,married,primary,-209,no,90,2,no
9060,50,housemaid,single,secondary,799,no,63,1,no
9061,58,retired,married,tertiary,4048,no,270,5,no
9062,70,retired,married,secondary,1310,no,634,1,yes
9063,29,management,single,tertiary,573,yes,190,4,no
9064,56,management,married,tertiary,6798,yes,250,1,no
9065,32,self-employed,married,tertiary,1214,no,104,2,no
9066,39,technician,single,unknown,75,no,26,1,no
9067,33,management,divorced,tertiary,387,no,17,5,no
9068,47,technician,married,secondary,2246,yes,330,1,no
9069,39,blue-collar,divorced,primary,3,no,625,1,yes
9070,34,technician,married,secondary,883,no,163,3,no
9071,36,blue-collar,married,primary,1503,no,138,1,no
9072,40,blue-collar,married,primary,-322,yes,144,1,no
9073,34,technician,married,primary,1301,no,56,1,no
9074,54,blue-collar,married,primary,950,yes,285,2,no
9075,36,management,married,tertiary,2326,yes,7,5,no
9076,34,blue-collar,married,primary,-78,yes,198,1,no
9077,50,admin.,divorced,secondary,2405,yes,114,1,no
9078,48,technician,divorced,tertiary,113,no,38,1,no
9079,35,services,married,tertiary,4564,no,45,6,no
9080,33,services,married,secondary,387,yes,327,2,no
9081,42,technician,married,secondary,1865,yes,164,1,no
9082,31,technician,single,secondary,4105,no,264,1,yes
9083,54,blue-collar,married,primary,258,no,86,1,no
9084,55,management,married,primary,19,yes,56,3,no
9085,30,management,single,tertiary,3773,yes,75,4,no
9086,30,services,married,secondary,1808,yes,83,2,no
9087,59,management,divorced,tertiary,1304,no,220,1,yes
9088,50,admin.,single,secondary,3702,no,109,5,no
9089,59,retired,married,secondary,163,no,464,1,yes
9090,27,services,single,secondary,-151,no,283,2,no
9091,25,management,single,tertiary,1602,yes,154,1,yes
9092,37,admin.,married,secondary,1314,yes,74,1,no
9093,36,technician,married,secondary,84,yes,67,1,no
9094,56,retired,married,primary,1906,no,45,9,no
9095,52,management,married,tertiary,291,no,150,3,no
9096,36,services,divorced,secondary,223,yes,80,1,no
9097,30,technician,married,secondary,207,yes,72,2,no
9098,31,management,single,tertiary,518,yes,399,1,no
9099,55,retired,married,secondary,241,yes,14,6,no
9100,28,admin.,single,secondary,-126,no,360,4,no
9101,44,management,single,secondary,421,no,307,1,yes
9102,28,blue-collar,single,secondary,38,yes,31,1,no
9103,25,technician,single,tertiary,800,yes,151,4,no
9104,39,admin.,divorced,secondary,32,no,8,10,no
9105,32,management,married,secondary,1477,yes,111,1,no
9106,42,blue-collar,married,secondary,160,yes,190,1,no
9107,31,blue-collar,single,secondary,4415,yes,329,1,no
9108,38,technician,divorced,secondary,-397,yes,91,9,no
9109,30,admin.,married,secondary,590,no,443,3,yes
9110,50,technician,married,secondary,778,no,16,1,no
9111,50,management,married,tertiary,19,no,205,1,no
9112,47,unemployed,married,secondary,0,no,81,2,no
9113,29,blue-collar,married,secondary,-28,yes,393,1,no
9114,34,entrepreneur,married,secondary,3119,yes,250,4,no
9115,54,management,married,tertiary,122,yes,126,3,no
9116,43,admin.,married,secondary,0,no,804,12,yes
9117,47,blue-collar,married,primary,4157,no,90,3,no
9118,55,retired,married,secondary,102,yes,74,1,no
9119,35,services,married,secondary,437,yes,240,1,no
9120,32,blue-collar,married,secondary,1,yes,77,3,no
9121,49,blue-collar,married,primary,-354,no,455,1,no
9122,39,management,single,tertiary,1234,no,64,4,no
9123,32,technician,married,secondary,901,yes,102,3,no
9124,49,blue-collar,married,primary,247,no,283,1,no
9125,32,blue-collar,single,primary,180,yes,804,1,yes
9126,47,management,married,tertiary,274,no,313,2,yes
9127,42,blue-collar,single,primary,92,no,86,2,no
9128,52,admin.,married,primary,813,no,113,2,no
9129,31,technician,single,secondary,1170,yes,120,2,no
9130,52,blue-collar,divorced,primary,-183,yes,145,1,no
9131,38,management,married,tertiary,0,no,77,18,no
9132,53,blue-collar,married,secondary,136,yes,99,1,no
9133,40,technician,married,tertiary,103,yes,135,2,no
9134,31,admin.,married,secondary,23,no,322,7,no
9135,53,technician,married,unknown,2242,no,154,14,no
9136,46,blue-collar,married,secondary,137,no,252,3,no
9137,49,admin.,married,secondary,1047,no,133,4,no
9138,34,technician,single,secondary,5731,yes,101,3,no
9139,63,entrepreneur,married,tertiary,2707,no,57,4,no
9140,41,technician,married,secondary,-329,no,13,8,no
9141,55,blue-collar,married,primary,158,yes,176,18,no
9142,29,entrepreneur,single,tertiary,219,yes,76,2,no
9143,47,blue-collar,married,secondary,2775,no,262,1,no
9144,37,blue-collar,married,primary,461,yes,272,2,no
9145,38,technician,single,secondary,145,yes,109,2,no
9146,29,technician,single,secondary,309,yes,214,1,no
9147,41,management,married,primary,733,yes,69,1,no
9148,53,technician,married,secondary,8417,yes,435,1,no
9149,40,retired,single,secondary,1400,no,20,7,no
9150,56,services,divorced,secondary,72,yes,263,1,no
9151,34,management,single,tertiary,0,yes,759,1,yes
9152,28,management,single,tertiary,9710,no,786,2,yes
9153,41,self-employed,married,unknown,1377,yes,111,4,no
9154,32,unemployed,married,unknown,881,no,79,5,no
9155,51,blue-collar,married,secondary,0,yes,173,2,no
9156,33,blue-collar,married,secondary,285,no,267,1,no
9157,34,blue-collar,single,secondary,550,yes,90,3,no
9158,26,unemployed,married,secondary,285,yes,265,2,no
9159,31,technician,married,secondary,-360,yes,93,2,no
9160,39,entrepreneur,married,secondary,0,no,108,7,no
9161,50,management,married,tertiary,72,no,171,13,no
9162,33,services,married,secondary,930,no,149,2,no
9163,44,technician,married,tertiary,717,no,150,2,no
9164,38,blue-collar,married,secondary,67,no,74,1,no
9165,33,blue-collar,married,secondary,6227,yes,76,2,no
9166,32,blue-collar,single,secondary,5252,yes,1162,2,yes
9167,33,management,single,tertiary,561,no,104,1,no
9168,55,technician,married,unknown,1393,yes,55,5,no
9169,27,blue-collar,married,secondary,-330,yes,88,1,no
9170,39,management,divorced,tertiary,3261,yes,150,17,no
9171,21,services,single,secondary,361,no,329,1,yes
9172,57,blue-collar,married,unknown,807,yes,211,2,no
9173,29,self-employed,married,tertiary,2305,no,82,2,no
9174,45,admin.,single,secondary,-11,yes,247,1,no
9175,46,management,single,tertiary,2223,no,67,3,no
9176,47,admin.,married,secondary,29,no,150,8,no
9177,44,blue-collar,single,primary,1308,no,161,1,no
9178,43,self-employed,single,primary,1337,yes,632,2,yes
9179,44,management,married,tertiary,17361,no,476,1,yes
9180,52,retired,married,primary,6,no,82,2,no
9181,33,technician,divorced,secondary,370,yes,145,4,no
9182,27,technician,married,tertiary,8,yes,398,1,no
9183,43,management,divorced,tertiary,666,no,160,3,no
9184,29,admin.,married,secondary,0,yes,121,1,no
9185,43,management,married,tertiary,1336,yes,82,2,no
9186,34,blue-collar,married,tertiary,17672,no,548,1,no
9187,30,management,single,tertiary,35,no,185,4,no
9188,56,management,married,tertiary,705,no,164,2,no
9189,46,admin.,divorced,secondary,2087,no,111,1,no
9190,42,technician,married,secondary,4466,no,158,2,no
9191,51,blue-collar,married,primary,844,yes,184,3,no
9192,30,blue-collar,married,secondary,321,yes,738,2,yes
9193,41,management,married,tertiary,2781,yes,95,2,no
9194,57,retired,married,tertiary,34,no,139,1,no
9195,36,blue-collar,married,secondary,29,yes,345,1,no
9196,47,blue-collar,single,unknown,2443,no,422,1,yes
9197,37,admin.,divorced,secondary,3975,yes,163,2,no
9198,33,technician,married,secondary,256,yes,76,1,no
9199,49,management,divorced,tertiary,696,yes,310,3,no
9200,34,management,married,tertiary,63,no,83,1,no
9201,54,blue-collar,married,primary,316,yes,240,1,no
9202,39,blue-collar,married,primary,-119,no,135,6,no
9203,58,retired,single,primary,6570,no,106,3,no
9204,36,blue-collar,married,secondary,418,yes,132,2,no
9205,46,management,married,tertiary,0,yes,247,2,no
9206,31,admin.,married,secondary,8784,yes,63,2,no
9207,31,technician,single,secondary,1970,no,284,3,yes
9208,50,blue-collar,divorced,secondary,204,yes,421,1,no
9209,40,management,married,secondary,643,yes,74,2,no
9210,47,blue-collar,married,primary,304,yes,185,1,no
9211,26,management,single,tertiary,1177,no,116,1,yes
9212,29,technician,single,secondary,544,yes,360,1,no
9213,38,management,married,tertiary,-498,no,85,6,no
9214,57,services,married,secondary,0,yes,16,9,no
9215,47,blue-collar,married,primary,209,no,77,6,no
9216,56,blue-collar,married,unknown,665,yes,109,2,no
9217,37,entrepreneur,married,tertiary,310,no,76,1,no
9218,66,management,married,unknown,2149,yes,151,6,yes
9219,49,unemployed,married,secondary,13818,no,201,1,yes
9220,31,unknown,married,tertiary,526,no,130,13,no
9221,30,management,single,tertiary,-218,yes,13,15,no
9222,42,blue-collar,divorced,primary,419,yes,96,4,no
9223,55,technician,married,secondary,517,yes,47,3,no
9224,33,admin.,single,secondary,61,no,286,4,no
9225,33,management,married,tertiary,0,yes,83,2,no
9226,43,blue-collar,married,secondary,514,yes,34,2,no
9227,32,unemployed,married,secondary,365,yes,210,3,no
9228,42,blue-collar,married,primary,480,yes,288,12,no
9229,53,entrepreneur,single,unknown,717,no,594,2,yes
9230,42,management,married,tertiary,24780,no,184,2,yes
9231,37,admin.,married,secondary,1396,yes,199,2,no
9232,31,services,married,secondary,414,yes,215,1,no
9233,57,admin.,divorced,secondary,3100,no,165,2,no
9234,33,admin.,married,secondary,0,no,214,5,no
9235,57,management,married,tertiary,1218,yes,317,6,no
9236,30,technician,divorced,secondary,789,yes,356,1,no
9237,31,management,married,tertiary,859,yes,182,3,no
9238,33,technician,married,secondary,0,no,296,8,no
9239,33,blue-collar,married,primary,3868,yes,445,1,no
9240,53,management,married,tertiary,232,yes,32,1,no
9241,38,blue-collar,divorced,secondary,1686,yes,9,28,no
9242,60,blue-collar,married,primary,29184,no,94,2,no
9243,36,technician,single,secondary,144,no,87,1,no
9244,27,services,single,secondary,194,yes,326,1,no
9245,32,entrepreneur,single,tertiary,7641,yes,39,10,no
9246,45,blue-collar,married,primary,351,yes,66,1,no
9247,28,management,single,tertiary,150,yes,491,1,yes
9248,57,retired,married,primary,1532,no,286,3,no
9249,37,self-employed,married,secondary,1549,yes,161,7,no
9250,47,management,married,tertiary,1057,no,488,2,yes
9251,35,management,married,secondary,839,yes,50,3,no
9252,32,blue-collar,divorced,secondary,880,yes,112,1,no
9253,41,admin.,single,secondary,4464,yes,1425,2,yes
9254,35,technician,married,tertiary,6,yes,47,1,no
9255,26,technician,single,secondary,0,no,65,26,no
9256,47,technician,divorced,tertiary,694,yes,1001,4,yes
9257,36,blue-collar,married,secondary,153,yes,263,1,no
9258,46,management,married,tertiary,110,yes,243,5,no
9259,30,management,single,tertiary,640,no,124,4,no
9260,44,blue-collar,married,secondary,3060,yes,113,1,no
9261,47,technician,divorced,secondary,2836,no,10,2,no
9262,49,blue-collar,married,secondary,1127,yes,162,2,no
9263,55,technician,married,tertiary,11,no,588,2,yes
9264,56,blue-collar,married,unknown,982,yes,135,2,no
9265,28,services,married,secondary,222,yes,101,23,no
9266,34,admin.,divorced,secondary,627,yes,283,2,no
9267,55,management,married,tertiary,5010,no,530,1,yes
9268,27,student,single,unknown,468,no,270,2,yes
9269,38,management,divorced,tertiary,155,yes,25,26,no
9270,43,services,married,secondary,2478,yes,347,1,no
9271,55,management,divorced,tertiary,668,no,25,6,no
9272,30,blue-collar,married,primary,35,yes,366,2,no
9273,48,blue-collar,married,primary,3304,no,409,3,no
9274,30,blue-collar,married,secondary,0,yes,30,1,no
9275,58,housemaid,married,primary,237,no,200,3,no
9276,39,unknown,single,unknown,0,no,28,1,no
9277,35,technician,single,secondary,-54,yes,70,2,no
9278,41,blue-collar,married,secondary,0,no,85,2,no
9279,32,technician,married,tertiary,240,yes,86,3,no
9280,48,technician,married,secondary,759,yes,84,5,no
9281,76,retired,married,unknown,992,no,139,2,yes
9282,43,management,married,tertiary,1379,yes,383,3,no
9283,46,unknown,married,tertiary,8564,no,397,2,yes
9284,59,retired,married,unknown,0,no,213,4,no
9285,29,management,single,tertiary,119,yes,136,2,no
9286,31,technician,married,secondary,450,no,111,2,no
9287,36,admin.,married,secondary,746,yes,581,3,yes
9288,46,self-employed,single,primary,2032,no,424,2,no
9289,37,management,married,tertiary,636,no,338,2,yes
9290,48,technician,married,secondary,-938,yes,134,1,no
9291,31,management,single,tertiary,2007,yes,253,1,yes
9292,39,blue-collar,divorced,secondary,33,no,593,4,yes
9293,39,management,single,unknown,2887,yes,42,2,no
9294,39,housemaid,married,secondary,1444,no,100,1,no
9295,55,management,married,tertiary,42,yes,386,2,no
9296,54,retired,married,secondary,522,no,81,3,no
9297,32,housemaid,married,secondary,0,no,435,2,no
9298,37,blue-collar,married,secondary,3884,yes,28,5,no
9299,36,services,married,secondary,472,yes,1017,1,yes
9300,60,retired,married,secondary,2060,no,454,1,yes
9301,25,services,single,secondary,628,no,266,1,no
9302,50,management,married,tertiary,398,no,1567,5,yes
9303,59,retired,married,secondary,417,yes,476,2,no
9304,58,unemployed,married,secondary,610,yes,246,2,no
9305,49,technician,single,tertiary,2585,no,64,1,no
9306,47,technician,married,secondary,321,yes,111,1,no
9307,38,services,married,primary,0,yes,960,2,yes
9308,32,management,single,tertiary,4,no,181,1,no
9309,40,blue-collar,single,unknown,29,no,118,2,no
9310,50,technician,married,secondary,892,yes,234,1,no
9311,35,management,single,tertiary,0,no,370,4,no
9312,47,admin.,married,secondary,1387,yes,158,1,no
9313,27,admin.,single,secondary,454,no,331,2,yes
9314,48,housemaid,single,secondary,71,no,97,3,no
9315,40,blue-collar,married,primary,-35,yes,194,3,no
9316,35,self-employed,married,secondary,2251,no,151,8,no
9317,39,housemaid,married,primary,2460,no,194,3,no
9318,34,blue-collar,married,secondary,34,no,379,1,no
9319,36,admin.,single,secondary,1281,no,119,2,no
9320,56,blue-collar,divorced,primary,3021,no,419,2,yes
9321,30,technician,married,tertiary,141,no,166,2,no
9322,51,blue-collar,married,secondary,500,no,471,1,yes
9323,41,blue-collar,married,secondary,1459,no,82,1,no
9324,35,admin.,married,secondary,-244,yes,118,1,no
9325,53,management,married,tertiary,1356,yes,371,2,no
9326,25,blue-collar,single,primary,-289,yes,56,2,no
9327,34,management,single,tertiary,1396,yes,630,1,yes
9328,29,services,single,secondary,9,no,202,2,no
9329,33,services,married,secondary,70,yes,333,3,no
9330,43,admin.,married,secondary,877,yes,135,1,no
9331,47,blue-collar,married,primary,113,yes,276,1,no
9332,35,admin.,single,secondary,368,yes,218,3,no
9333,49,entrepreneur,married,secondary,89,yes,351,1,no
9334,41,services,married,primary,450,yes,374,2,no
9335,49,services,married,unknown,463,yes,541,2,yes
9336,44,blue-collar,married,secondary,1397,no,326,1,yes
9337,32,services,single,secondary,310,yes,144,1,no
9338,27,self-employed,single,tertiary,270,yes,470,2,yes
9339,53,technician,married,secondary,65,no,99,1,no
9340,55,admin.,married,secondary,865,yes,105,1,no
9341,60,retired,married,secondary,7,no,87,5,no
9342,27,management,single,secondary,145,yes,121,4,no
9343,58,self-employed,married,tertiary,327,no,145,2,no
9344,42,blue-collar,married,secondary,429,yes,110,1,no
9345,31,services,married,secondary,1167,yes,279,1,no
9346,30,management,single,tertiary,2995,yes,329,1,yes
9347,32,management,single,tertiary,974,yes,228,1,yes
9348,56,self-employed,married,secondary,784,no,149,2,no
9349,57,retired,divorced,secondary,316,no,935,2,yes
9350,57,management,married,tertiary,0,yes,67,1,no
9351,39,technician,married,secondary,211,no,53,2,no
9352,37,blue-collar,married,secondary,342,yes,340,2,no
9353,32,management,married,tertiary,628,no,280,1,yes
9354,41,blue-collar,married,secondary,0,yes,625,2,yes
9355,49,unemployed,married,secondary,769,yes,257,1,no
9356,36,blue-collar,divorced,secondary,2278,yes,152,2,no
9357,58,retired,married,primary,1351,yes,392,3,no
9358,58,technician,married,unknown,49,yes,75,2,no
9359,33,services,married,secondary,1082,yes,351,1,no
9360,31,management,single,tertiary,5691,yes,357,1,yes
9361,46,blue-collar,divorced,primary,916,yes,472,2,no
9362,42,unemployed,divorced,secondary,325,yes,97,4,no
9363,46,admin.,married,secondary,0,yes,239,2,no
9364,47,management,married,tertiary,2475,yes,1476,4,yes
9365,42,self-employed,married,primary,3717,no,235,1,no
9366,53,entrepreneur,married,secondary,288,no,69,1,no
9367,31,admin.,married,secondary,1130,yes,236,5,no
9368,39,blue-collar,married,primary,2715,yes,201,3,no
9369,57,blue-collar,married,primary,23,yes,25,8,no
9370,29,blue-collar,single,secondary,0,no,437,2,yes
9371,32,blue-collar,single,secondary,-84,yes,426,1,no
9372,38,self-employed,married,secondary,290,yes,369,1,no
9373,34,self-employed,single,tertiary,36,no,55,1,no
9374,35,admin.,married,secondary,-488,yes,97,4,no
9375,55,blue-collar,married,secondary,-473,yes,233,1,no
9376,42,management,married,tertiary,1272,yes,117,1,no
9377,32,management,married,secondary,0,no,162,4,no
9378,50,management,divorced,primary,-6,yes,92,2,no
9379,56,admin.,married,secondary,510,yes,288,1,no
9380,36,technician,single,secondary,818,yes,96,4,no
9381,49,management,married,secondary,543,yes,213,3,no
9382,48,management,married,tertiary,7867,yes,306,3,no
9383,32,technician,single,tertiary,1212,yes,463,2,no
9384,35,management,married,secondary,533,no,221,12,no
9385,48,management,married,tertiary,291,yes,350,2,no
9386,40,services,single,secondary,573,yes,329,1,no
9387,55,retired,married,secondary,1279,yes,446,3,no
9388,50,blue-collar,married,primary,280,yes,61,23,no
9389,55,technician,married,unknown,574,yes,243,2,no
9390,26,blue-collar,single,secondary,658,no,34,4,no
9391,34,technician,married,secondary,2019,yes,102,1,no
9392,45,management,married,tertiary,22815,no,653,8,yes
9393,44,entrepreneur,married,secondary,887,yes,519,1,no
9394,34,management,married,tertiary,303,yes,50,1,no
9395,39,services,single,secondary,326,yes,115,1,no
9396,31,management,single,secondary,453,yes,384,2,no
9397,27,management,single,tertiary,0,no,46,1,no
9398,41,management,married,tertiary,4063,yes,14,5,no
9399,45,technician,married,secondary,2403,no,207,1,yes
9400,28,services,single,secondary,123,yes,115,1,no
9401,39,unemployed,married,secondary,270,yes,116,1,no
9402,31,technician,single,tertiary,424,no,106,1,no
9403,31,management,married,tertiary,1230,yes,290,4,no
9404,31,admin.,single,secondary,387,yes,228,2,no
9405,35,technician,single,primary,744,yes,1096,1,yes
9406,32,technician,single,tertiary,696,no,101,4,no
9407,49,management,married,tertiary,4594,no,157,3,no
9408,42,entrepreneur,married,secondary,1002,no,109,3,no
9409,31,management,single,tertiary,-173,yes,396,2,no
9410,35,services,single,secondary,1239,yes,60,2,no
9411,31,technician,single,secondary,354,no,186,2,no
9412,45,admin.,single,secondary,375,no,10,1,no
9413,24,blue-collar,single,secondary,3,yes,311,1,yes
9414,49,self-employed,divorced,secondary,6116,yes,43,1,no
9415,36,self-employed,married,tertiary,4515,yes,408,2,no
9416,28,blue-collar,single,tertiary,727,yes,144,4,no
9417,54,retired,married,secondary,3846,yes,216,2,no
9418,27,blue-collar,single,primary,1128,yes,88,4,no
9419,34,management,divorced,tertiary,1173,no,93,1,no
9420,40,management,single,tertiary,27,no,165,6,no
9421,32,admin.,single,tertiary,328,yes,271,1,no
9422,41,admin.,married,secondary,0,yes,595,2,yes
9423,38,services,single,primary,-87,yes,531,1,yes
9424,35,admin.,single,secondary,2830,no,22,12,no
9425,31,technician,married,secondary,4,no,199,4,no
9426,47,entrepreneur,married,secondary,0,no,563,2,yes
9427,41,admin.,married,secondary,80,no,202,1,no
9428,29,admin.,single,secondary,2768,yes,121,4,no
9429,33,management,married,tertiary,5,yes,12,1,no
9430,89,retired,married,tertiary,553,no,2027,5,yes
9431,54,blue-collar,married,secondary,-102,yes,164,7,no
9432,72,retired,married,primary,2079,no,100,1,no
9433,29,blue-collar,married,secondary,1,yes,215,1,no
9434,41,blue-collar,married,secondary,598,yes,69,3,no
9435,39,housemaid,married,primary,34,yes,377,3,no
9436,41,services,divorced,secondary,-19,yes,201,1,no
